,URL,Nom,Genre,Tete,Coeur,Fond
1127,https://www.olfastory.com/parfum/dolce-rosa-excelsa,dolce-rosa-excelsa,0,"221, 13","301, 7","119, 9, 53"
1128,https://www.olfastory.com/parfum/classique-betty-boop,classique-betty-boop,0,"33, 36","38, 172, 43","133, 2, 9"
1129,https://www.olfastory.com/parfum/sunh-di-gioia,sunh-di-gioia,0,"118, 19, 49","25, 41, 43","2, 55, 72, 3"
1130,https://www.olfastory.com/parfum/candy-kiss,candy-kiss,0,172,38,"2, 9"
1131,https://www.olfastory.com/parfum/leau-dissey-pure,leau-dissey-pure,0,49,"38, 43, 7, 253",137
1132,https://www.olfastory.com/parfum/guess-dare-men,guess-dare-men,1,"19, 173, 107","35, 43","23, 32, 9"
1133,https://www.olfastory.com/parfum/new-york,new-york,1,"36, 49","28, 30","117, 117, 4"
1134,https://www.olfastory.com/parfum/orchid-soleil,orchid-soleil,0,"173, 111, 89","253, 44","2, 32"
1135,https://www.olfastory.com/parfum/legend-spirit,legend-spirit,1,"211, 19, 90","27, 91, 142","105, 9"
1136,https://www.olfastory.com/parfum/dahlia-divin-le-nectar,dahlia-divin-le-nectar,0,159,"7, 43","14, 4, 9, 257, 53"
1137,https://www.olfastory.com/parfum/scent-her,scent-her,0,"67, 118",45,129
1138,https://www.olfastory.com/parfum/le-male-essence-de-parfum,le-male-essence-de-parfum,1,"170, 19, 27, 173","114, 28, 30","117, 162, 2, 9"
1139,https://www.olfastory.com/parfum/wanted-1,wanted-1,1,"36, 272, 28, 110","35, 33, 69","117, 162, 302, 14"
1140,https://www.olfastory.com/parfum/solarissimo-levanzo,solarissimo-levanzo,1,"110, 36","27, 35, 33, 60, 6","117, 23, 162, 302"
1141,https://www.olfastory.com/parfum/indian-wood-111,indian-wood-111,2,"36, 272, 28, 110","27, 143, 51, 69","3, 23, 219, 205"
1142,https://www.olfastory.com/parfum/rose-goldea,rose-goldea,0,19,"7, 143, 43, 67, 24","9, 53, 257"
